,review_cnt,is_hot,publish_time,id,is_original,pic_urls,profilers_id,author_url,site_id,fans_cnt,interaction_cnt,gender,is_robot,uid,update_time,other_data,media_interaction_copy_cnt,topics,reposts_cnt,url,is_main_post,like_cnt,keywords,image_stickers,profilers_name,note_ats,publish_note_cnt,is_ad,author,fav_cnt,site_name,media_interaction_cnt,story_lab,desc,sentiment,collection_cnt,title,video_tags,content,red_id,video_cnt,item_id,follow_cnt,coin_cnt,data_type,user_location,entity_keywords.keyword,entity_keywords.type,cooperation_brand_names
66620,52.0,,2021-04-17 17:10:00,607aa5f4000000002103fffe,视频笔记,[http://sns-img-hw.xhscdn.com/4cc72f9a-073e-3039-8772-852951772857?imageView2/2/w/1080/format/webp],[850530],http://www.xiaohongshu.com/user/profile/5618c539484fb66ba41b36b6,146510,164390,132,女,否,5618c539484fb66ba41b36b6,2021-04-21 03:47:00,"{""duration_seconds"":""317.0"",""board_name"":"""",""video_url"":""http://sns-video-hw.xhscdn.com/c23c6b718976afb7e1f69cd89f7fbe2487919b8f_r_ln"",""author"":""梨雨呀"",""board_id"":"""",""cooperation_brand"":""[]"",""goods_id_list"":""[]"",""topic_list"":""[\""去闭口好物推荐\""]"",""video_tag"":""[\""去闭口好物推荐\""]""}",131.0,,1.0,https://www.xiaohongshu.com/discovery/item/607aa5f4000000002103fffe,主贴,55,"[""变薄"",""无福"",""痘痘"",""耐受性"",""酸类""]",[],[小红书],[],724,是,梨雨呀,24.0,小红书,131.0,,92年混油皮｜纯野生成分党｜偏爱小众护肤\n牙套二次矫正中......\n所有内容均为原创🈲️搬运盗用\n📮liyubei0520@163.com,-1,925230,无酸焕肤好物✅不薄皮不烂脸！闭口痘痘拜拜,,无酸焕肤好物✅不薄皮不烂脸！闭口痘痘拜拜  敏感肌、薄皮、耐受性差的姐妹无福享受刷酸，那就来试试无酸焕肤吧～没有酸类成分但是可以起到刷酸类似的加快角质新陈代谢的作用，不用冒着烂脸变薄皮的风险就可以改善闭口痘痘粉刺！  去闭口好物推荐,569168521,387,607aa5f4000000002103fffe,178,920374,电商笔记,浙江  杭州,耐受性差的姐妹|不烂脸|焕肤|不薄皮|改善闭口痘痘粉刺|加快角质新陈代谢|去闭口|无酸|没有酸|闭口|敏感肌|烂脸|薄皮|痘痘,人群|功效|功效|功效|功效|功效|功效|成分/原料/材质|成分/原料/材质|病症/体质|病症/体质|病症/体质|病症/体质|病症/体质,
42877,34.0,,2021-04-30 19:12:00,608be07a000000000102a2a3,普通笔记,"[http://sns-img-hw.xhscdn.com/beff1312-7887-363c-83bc-d5005b855cd2?imageView2/2/w/1080/format/webp, http://sns-img-hw.xhscdn.com/f9b9d37d-a36b-3163-8e59-36a98d05b1c8?imageView2/2/w/1080/format/webp, http://sns-img-hw.xhscdn.com/2d2eccdc-595b-3c38-93b5-e128a79e0860?imageView2/2/w/1080/format/webp, http://sns-img-hw.xhscdn.com/843c4b7a-fd7c-3717-b793-a5313653667a?imageView2/2/w/1080/format/webp, http://sns-img-hw.xhscdn.com/e4f42a19-068b-3a47-aecd-308b9e79f779?imageView2/2/w/1080/format/webp, http://sns-img-hw.xhscdn.com/5c0ee5ff-c6de-357c-9b0d-733e20c67f32?imageView2/2/w/1080/format/webp, http://sns-img-hw.xhscdn.com/204c50c2-b990-3adb-bbad-0ca967929424?imageView2/2/w/1080/format/webp, http://sns-img-hw.xhscdn.com/f4f1b932-d3ae-324c-b976-9ef3fec8afa6?imageView2/2/w/1080/format/webp, http://sns-img-hw.xhscdn.com/2ee44988-61be-371a-a661-c5a789a65c3e?imageView2/2/w/1080/format/webp]",[872324],http://www.xiaohongshu.com/user/profile/5c08c216000000000701234c,146510,174301,170,女,否,5c08c216000000000701234c,2021-05-04 03:33:00,"{""duration_seconds"":"""",""board_name"":"""",""video_url"":"""",""author"":""高贵的气球"",""board_id"":"""",""cooperation_brand"":""[\""JoMaloneLondon祖玛珑\""]"",""goods_id_list"":""[]"",""topic_list"":""[\""祖玛珑7X24香氛生活\""]"",""video_tag"":""[]""}",169.0,,1.0,https://www.xiaohongshu.com/discovery/item/608be07a000000000102a2a3,主贴,113,"[""乌木"",""树莓"",""浆果"",""香型"",""香薰""]",[],[小红书],[JoMaloneLondon祖玛珑],158,否,高贵的气球,22.0,小红书,169.0,,努力被认可,1,211616,再忙也要把生活过得精致起来,,再忙也要把生活过得精致起来  从学校搬出来住以后过上了自己喜欢的生活  开始喜欢买一些精致的小物件来装饰自己的小房间  特别是香薰  最近我真的特别爱买香薰  颜值高 放在家里又不占位置  每次回家以后闻到自己喜欢的味道  一天的疲惫一下子就消失了  最近入手了英伦沙龙香大师祖玛珑全新推出的「乔治亚白陶系列」香氛蜡烛和香薰，灵感来源于祖玛珑位于伦敦格洛斯特广场的英伦古屋。这个系列一共有六个香型，每个香型的外观都不一样。拿到实物的时候真的被美到了，让人一眼心动的高颜值古典白瓷罐，搭配不同的雕花图案，像件艺术品般有质感，我都有点舍不得用它了！  -  我手上的蜡烛是野浆果与树莓香型，它的雕花是贯穿头尾的柱状竖纹，像根根林立的的苍天树木；如同是在密林间才能采摘到的野生浆果。  野浆果十足的酸甜风味，混合树莓的甜馥；我很喜欢在看书的时候点上，每次点它的时候都感觉伴着灌木的青葱气息，走进了浆果的森林深处。  香薰是馥郁系列的丝绒玫瑰与乌木，因为香水而种草了这款香薰。大马士革玫瑰的高贵与甜，混合乌木的沉稳与暖；散香广，留香也很持久。  感觉房间里都被腌入了香味，有了香薰以后，每次呆在房间里都觉得幸福感超强，就算出门没有喷香水身上淡淡的味道也很抓人。  -  谁不想做一个精致的香香女孩呢！这套限定简直就是年度的颜值担当，喜欢的就赶紧入手吧！  @JoMaloneLondon祖玛珑  祖玛珑7X24香氛生活,157180745,7,608be07a000000000102a2a3,198,549455,电商笔记,江苏  南京,,,[JoMaloneLondon祖玛珑]
77380,10.0,,2021-03-12 23:36:00,604b8a920000000021035d5b,普通笔记,"[""http://sns-img-hw.xhscdn.com/de741514-e747-3c0b-a36b-f65785d0c632?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/66c62e6e-af94-3ee4-ae42-8467df571fb2?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/d70f9085-7827-3d25-bc3f-433de0170bba?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/bad7bb7a-069f-3b46-9f4b-15186b65f252?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/275c0c56-60c1-33a2-84f7-e2e31055f3cb?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/6dac260b-eb5d-38fa-93e6-eee4d615db34?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/f152770d-2ee3-3715-9ebd-171138d909d5?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/8a2258ac-8021-3e8f-b36c-c70761bd4896?imageView2/2/w/1080/format/webp""]","[""852420""]",http://www.xiaohongshu.com/user/profile/5cc5cc66000000001602b928,146510,52149,199,女,否,5cc5cc66000000001602b928,2021-04-27 23:33:00,"{""duration_seconds"":"""",""board_name"":"""",""video_url"":"""",""author"":""肉七七"",""board_id"":"""",""cooperation_brand"":""[]"",""goods_id_list"":""[]"",""topic_list"":""[\""洁面分享\""]"",""video_tag"":""[]""}",,,0.0,https://www.xiaohongshu.com/discovery/item/604b8a920000000021035d5b,主贴,98,"[""女孩"",""平价"",""洁面"",""淡妆"",""贫民窟""]",[],"[""index_947673_952672""]",[],157,否,肉七七,91.0,小红书,,,分享一切可爱的小东西🧸\n\n\n📮：1290826546@qq.com,1,147923,用一囤二！贫民窟女孩看过来,,用一囤二！贫民窟女孩看过来  呜呜这是什么宝藏洁面！  用了之后 我脸上的黑头闭口通通不见！  hh其实就是✌溪木源洗面奶啦  它是妥妥的真氨基酸喔~  没有皂基这种刺激的成分  用起来感觉还蛮温️  起泡能力hin不错~  紧绷假滑啥的完全不存在!!  淡妆卸的也hin干净  洗完脸后 皮肤软软嫩嫩的不要泰舒胡~  而且介个小宝贝还可以舒缓肌肤喔  真的对min肌泰友好啦  30就可以拥有!!  平价中的好用！  贫民窟女孩快冲  洁面分享,642874096,5,604b8a920000000021035d5b,919,225873,电商笔记,斐济,,,
116048,2.0,,2021-04-05 14:09:00,606aa9b40000000021037adf,普通笔记,"[http://sns-img-qc.xhscdn.com/dc0dcf4e-3cff-3ec7-8ea4-de9f2a1d8c3b?imageView2/2/w/1080/format/webp, http://sns-img-qc.xhscdn.com/23c0fcf7-f064-3674-9a2e-fc90883619cf?imageView2/2/w/1080/format/webp, http://sns-img-qc.xhscdn.com/55f6354e-662f-3704-955e-85a4af4c5a18?imageView2/2/w/1080/format/webp, http://sns-img-qc.xhscdn.com/47df4d25-cd83-3af5-9666-b57b3744d4e1?imageView2/2/w/1080/format/webp, http://sns-img-qc.xhscdn.com/c8fa7fe1-76ce-314b-9861-1625e61c8b52?imageView2/2/w/1080/format/webp, http://sns-img-qc.xhscdn.com/4b0266ff-3f8c-3451-969c-1ca64d1d7ecd?imageView2/2/w/1080/format/webp, http://sns-img-qc.xhscdn.com/37788101-46cc-3921-ad98-69c621632d1f?imageView2/2/w/1080/format/webp]",[826826],http://www.xiaohongshu.com/user/profile/5cd4fa120000000012010d2e,146510,11531,17,女,否,5cd4fa120000000012010d2e,2021-04-09 02:37:00,"{""duration_seconds"":"""",""board_name"":"""",""video_url"":"""",""author"":""樱桃小丸子"",""board_id"":"""",""cooperation_brand"":""[]"",""goods_id_list"":""[]"",""topic_list"":""[\""三亚美食\""]"",""video_tag"":""[]""}",17.0,,0.0,https://www.xiaohongshu.com/discovery/item/606aa9b40000000021037adf,主贴,8,"[""三亚"",""三亚湾"",""大东海"",""海棠"",""海鲜""]",[],[小红书],[],1264,否,樱桃小丸子,7.0,小红书,17.0,,,0,21179,1.住宿： 比较推荐在三亚湾、大东海下榻，三亚湾附近的民宿很便宜，穷游有100-,,1.住宿：  比较推荐在三亚湾、大东海下榻，三亚湾附近的民宿很便宜，穷游有100-200元一晚的。有点小钱的可以住大亚湾的三亚康年酒店。很有钱的想住的更好点的，可以考虑海棠湾那边的酒店，如瑰丽酒店、柏悦酒店等。  2.交通：  近距离游玩可以考虑租个电动摩托车️，30元/天，远距离游玩可以考虑租车，100元/天。实在不会开车的就用打车软件吧，坐公交也行，就费点时间。  3.吃喝：  抱罗粉、清补凉、芒果螺、和乐蟹、椰子鸡、文昌鸡、东山羊、加积鸭、菠萝饭、椰子饭、水果炒冰。  吃海鲜：海棠湾，第一市场✓  4.游玩：  三亚湾——南山寺（南海观音108米高）——椰梦长廊--西岛（潜水、海上项目）——天涯海角（几块石头，不推荐去）——大小洞天——千古情演出（不推荐）  大东海（游泳）——小东海——鹿回头公园  亚龙湾——亚龙湾森林公园（玻璃栈道）——鸟巢  海棠湾——蜈支洲岛（白沙滩、情人桥、私人定制、潜水）——亚特兰蒂斯水世界（海神之跃、怒海过山车）--后海村（学习冲浪）——三亚全球最大单体免税店——呀诺达槟榔谷  底部福利来啦，是美食店铺喔  1.君瑞陵水酸粉  2.不仔客海鲜（大东海店、第一市场点、奥特莱斯店、海棠湾店）  #不仔客海鲜(海棠湾店)[地点]#  #不仔客海鲜270度海景餐厅(大东海店)[地点]#  #不仔客海鲜(第一市场总店)[地点]#划重点啦！来三亚不吃海鲜怎么能行？！你吃了海棠湾这家店以后都不会想其他的啦～  3.沿江海南鸡饭（海棠湾店、蓝海购物广场店）  #沿江海南鸡饭店·中华老字号(海棠湾免税二期店)[地点]#  #沿江海南鸡饭店(蓝海购物广场店)[地点]#  这家也是在海棠湾，我太喜欢那一块儿了！！！  4.渔村炒冰  炒冰我好爱！❤️  三亚旅行｜三亚美食探店｜三亚必吃｜三亚吃喝玩乐  三亚美食,869446335,38,606aa9b40000000021037adf,126,25333,电商笔记,中国 上海 黄浦,清补凉|电动摩托车|海鲜|水酸粉|不仔客|君瑞陵|东山羊|水果|文昌鸡|芒果螺|椰子鸡|蟹|菠萝|椰子|后海村|三亚湾|鹿回头公园|南山寺|亚龙湾|小东海|椰梦长廊|西岛|海棠湾免税二期店|天涯海角|鸟巢|亚龙湾森林公园|亚特兰蒂斯水世界|大亚湾|蓝海购物广场|三亚|大东海|蜈支洲岛|呀诺达槟榔谷|海棠湾,品类|品类|品类|品类|品牌|品牌|成分/原料/材质|成分/原料/材质|成分/原料/材质|成分/原料/材质|成分/原料/材质|成分/原料/材质|成分/原料/材质|成分/原料/材质|地名|地名|地名|地名|地名|地名|地名|地名|地名|地名|地名|地名|地名|地名|地名|地名|地名|地名|地名|地名,
19812,9.0,,2021-02-14 01:53:00,6028120200000000210371f8,普通笔记,"[""http://sns-img-hw.xhscdn.com/4b4401a5-b441-3aa4-918f-29afa5af6026?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/16c5170d-e7f0-32c7-b464-742fb30bd2f3?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/f1dab15b-7283-34f7-9ee8-db77feea3bba?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/a48e67c7-dd3a-3dba-9b50-33b26a4f93ac?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/3146782e-0c66-3c1c-ba02-8eabc46c330a?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/ab30083f-78f7-31fe-9ea9-c3c6b0b788c1?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/358196ee-cdcd-3c3c-b833-906f380e4cf8?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/af10decd-503d-3184-9518-6019b4265c5c?imageView2/2/w/1080/format/webp""]","[""859918""]",http://www.xiaohongshu.com/user/profile/55f1a549f5a2630c255e5283,146510,329949,145,女,否,55f1a549f5a2630c255e5283,2021-02-28 01:39:00,"{""duration_seconds"":"""",""board_name"":"""",""video_url"":"""",""author"":""Manty_Yin"",""board_id"":"""",""cooperation_brand"":""[]"",""goods_id_list"":""[]"",""video_tag"":""[]""}",117.0,,1.0,https://www.xiaohongshu.com/discovery/item/6028120200000000210371f8,主贴,130,"[""双方"",""对方"",""感情生活"",""来之不易"",""皱纹""]",[],"[""index_957673_962672""]",[],409,否,Manty_Yin,5.0,小红书,117.0,,合作可邮件：408439768@qq.com\n（笔记已分类至收藏）,0,98592,让你笑出了皱纹的人,,让你笑出了皱纹的人  在一起不知不觉已经九年多啦～  我相信每个人的感情生活都来之不易，这世界上不存在完美的另一半，也不存在永远甜甜的恋爱，有时让你气的要死，想分开，又舍不得他对你好，只是双方对待对方好的方式不同，他或许没有很贴心，但你能感受到他对你的用心，感情很多时候就是互相付出，没有说谁付出的多或少，去计较，反而互相拉扯一下对方，这可能才是你们值得珍惜独一无二的过程。,manty_yin,70,6028120200000000210371f8,344,140214,电商笔记,中国,,,
96629,5.0,,2021-02-08 12:40:00,6020c0b80000000001029ef8,普通笔记,"[""http://sns-img-hw.xhscdn.com/1ec14fa8-9ba4-3b61-9928-d2647d796331?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/7f7d536c-c4f6-3d9d-8d73-202bbbf64efc?imageView2/2/h/1080/format/webp"",""http://sns-img-hw.xhscdn.com/1b4237f5-adee-31d4-81ef-90020a0242a7?imageView2/2/h/1080/format/webp"",""http://sns-img-hw.xhscdn.com/d1c786d6-c305-340d-a552-a94d9a5578e9?imageView2/2/h/1080/format/webp"",""http://sns-img-hw.xhscdn.com/407ea710-d1d9-3c7f-98d2-b019f352057a?imageView2/2/h/1080/format/webp""]","[""859920""]",http://www.xiaohongshu.com/user/profile/5e5b0624000000000100454a,146510,20287,26,女,否,5e5b0624000000000100454a,2021-02-19 05:58:00,"{""duration_seconds"":"""",""board_name"":"""",""video_url"":"""",""author"":""小雨在努力"",""board_id"":"""",""cooperation_brand"":""[]"",""goods_id_list"":""[]"",""video_tag"":""[]""}",20.0,,0.0,https://www.xiaohongshu.com/discovery/item/6020c0b80000000001029ef8,主贴,10,"[""内行人"",""内裤"",""版型"",""男士"",""透气性""]",[],"[""index_962673_967672""]",[],280,否,小雨在努力,11.0,小红书,20.0,,好物分享，种草，测评博主,1,37550,内行人都在穿舒雅，性价比炒鸡高！,,内行人都在穿舒雅，性价比炒鸡高！  OMG!!!你不会还不知道内行人今年都在穿舒雅男士内裤了吧，想具体了解的男士请自觉对号入座喔。  版型王者  舒雅男士内裤的版型紧紧贴合臀模，线条流畅，而且不卷边，是真的好穿。  透气性绝佳  舒雅内衣的透气性好的有点过分了吧!进口品质，采用莫代尔舒适面料，透气性好柔软又舒适，不会刺激皮肤!内裤用这样的面料实在是太良心了!  看完这篇舒雅男士内裤评价，广大男同胞们是不是心动了呢。有些女生想要送男友礼物的话，是不是又可以了呢~  别夸我，作业抄起来！！,833751865,32,6020c0b80000000001029ef8,52,169943,电商笔记,中国 辽宁 大连,,,
118211,1.0,,2021-03-26 11:38:00,605d57460000000001024e14,未知,"[""https://ci.xiaohongshu.com/04773cea-7615-2e45-45bb-d467972c129e?imageView2/2/w/1080/format/jpg"",""https://ci.xiaohongshu.com/201d662e-d9c3-5ae8-2cca-3df738afecc1?imageView2/2/w/1080/format/jpg"",""https://ci.xiaohongshu.com/fa3fdd34-a6f0-8b89-49b2-66162226bb88?imageView2/2/w/1080/format/jpg"",""https://ci.xiaohongshu.com/9aa1e033-ab5e-6792-8e76-9ca12db2aee2?imageView2/2/w/1080/format/jpg"",""https://ci.xiaohongshu.com/437979ea-dcd5-b7c9-883d-42f8bf5f581d?imageView2/2/w/1080/format/jpg"",""https://ci.xiaohongshu.com/57ab3e51-d108-4fd9-1ef0-b92d227b1377?imageView2/2/w/1080/format/jpg""]","[""852427""]",http://www.xiaohongshu.com/user/profile/5ecb8260000000000101e884,146510,39095,6,女,否,5ecb8260000000000101e884,2021-04-13 16:30:00,,,,,https://www.xiaohongshu.com/discovery/item/605d57460000000001024e14,主贴,4,"[""延展性"",""抗氧化"",""持久力"",""皮肤"",""粉底液""]",,"[""index_982673_987672""]",,399,否,爱吃🍦的雪糕,1.0,小红书,,,好物种草/护肤/美妆/📪：593756031@qq.com,1,113567,介个粉底液，不好用我给你道歉,,身为一名精致的女孩，特别在意这张脸的保养。毕竟女为悦己者容嘛，拥有减龄的肌肤真的能让一个人自信满满哦。  我天生皮肤白，但是因为小时候手欠，爱挤鼻子，导致毛孔粗大，但好在我挖掘到了这款植村秀小方瓶粉底液，估计好多小仙女‍♀️对它不会太陌生吧，真的很好用，再搭配55号刷子10秒快速上妆！而且不会有刷痕！！用了它皮肤瞬间像磨皮了一样，对新手也很友好！  简约大气的包装，拿在手里沉甸甸的特别有质感。体积十分小巧，平时出差、旅行啦放包包里完全不会有负担。  它的质地水润不厚重，延展性特别好，醉深得我心的还是它的持久力啦，早上出门基本一整天都不会脱妆，黯沉撒的，即使平时戴帽子出门也不怕，因为它里面添加了抗氧化大米精粹，天黑我不黑就是TA！！所以TA不仅抗氧化，还不怕出汗出油哦。  我皮肤是比较白皙的，选择的是584中性调一白，妆感就是那种很自然很轻薄，一点也不假白。  总而言之，想要持久力强的粉底液选TA就没错，用了才知道任何粉底液都不能替代的。,784963312,16,605d57460000000001024e14,328,515510,电商笔记,,,,
47747,8.0,,2021-03-21 09:32:00,6056a22c000000002103a9e6,普通笔记,"[""http://sns-img-hw.xhscdn.com/ad5112c4-8ec0-3722-9153-579dd8623ce5?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/7fa98006-4a8a-30ed-adee-2b0c6280bb58?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/ee298b82-c89a-3b17-9810-ce4fd858d45b?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/5a2eff26-9f23-3df7-8118-0a4ae586e6cd?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/db19ce76-0b33-3409-87c4-f0be23eeabcd?imageView2/2/w/1080/format/webp"",""http://sns-img-hw.xhscdn.com/b3c00139-ad43-38b5-982b-a40853aaf31b?imageView2/2/w/1080/format/webp""]","[""852425""]",http://www.xiaohongshu.com/user/profile/5ab0c94e11be102e8b0e0a64,146510,102525,57,女,否,5ab0c94e11be102e8b0e0a64,2021-03-25 09:25:00,"{""duration_seconds"":"""",""board_name"":"""",""video_url"":"""",""author"":""baby卷"",""board_id"":"""",""cooperation_brand"":""[]"",""goods_id_list"":""[]"",""topic_list"":""[]"",""video_tag"":""[]""}",52.0,,0.0,https://www.xiaohongshu.com/discovery/item/6056a22c000000002103a9e6,主贴,36,"[""元气"",""少女"",""才艺"",""星际"",""满屏""]",[],"[""index_972673_977672""]",[],201,否,baby卷,13.0,小红书,52.0,,新快乐新起点💙,1,42185,星际少女Aero girl,,星际少女Aero girl  3月24北京雅森展现场，“星际少女”全国6强现场PK才艺。唱跳集结，少女出发！嗨爆气氛+满屏元气少女+各种show，不止亿点点动心！,1912879089z,7,6056a22c000000002103a9e6,137,61587,电商笔记,中国  浙江  杭州,,,
97406,2.0,,2021-03-05 18:27:00,604207ad000000000102c479,未知,"[""https://ci.xiaohongshu.com/f554aada-2f51-3380-03bb-c5af707de367?imageView2/2/w/1080/format/jpg"",""https://ci.xiaohongshu.com/d612746c-7451-dfef-f37a-0c81005e6ef7?imageView2/2/w/1080/format/jpg"",""https://ci.xiaohongshu.com/4236fccb-c0b1-2676-9ab9-38e1d8c9fb7f?imageView2/2/w/1080/format/jpg"",""https://ci.xiaohongshu.com/5ee9753e-e550-5327-5085-fc7677d8cd76?imageView2/2/w/1080/format/jpg"",""https://ci.xiaohongshu.com/2925e724-f551-f54a-395b-43ca6332bb8e?imageView2/2/w/1080/format/jpg"",""https://ci.xiaohongshu.com/43598312-e436-b771-071d-9b1ee047a882?imageView2/2/w/1080/format/jpg"",""https://ci.xiaohongshu.com/137dd424-a10c-b870-822c-3411a1fd0941?imageView2/2/w/1080/format/jpg""]","[""852424""]",http://www.xiaohongshu.com/user/profile/5efc669b000000000101ea28,146510,26425,13,女,否,5efc669b000000000101ea28,2021-04-13 16:35:00,,,,,https://www.xiaohongshu.com/discovery/item/604207ad000000000102c479,主贴,6,"[""姐妹"",""小金"",""紫外线"",""肌肤"",""防晒""]",,"[""index_967673_972672""]",,210,否,梨涡少女,5.0,小红书,,,📮740289924@qq.com,1,95495,不骗你～已空瓶多次的防晒，给我盘它！,,可能有些姐妹们还不明白防晒的重要性。那我就说说紫外线的可怕吧。长期被紫外线伤害最后会导致肌肤老化、肤色也会变得暗沉。所以防晒是最基本的护肤～  集美们，这么好用的防晒就分享给你们啦！就是这款曼秀雷敦新碧小金帽啦！  白色的升级版包装，看上去很有质感，一看就想要拥有它～  乳液般的质地，流动性很强，一抹化水，嗖嗖嗖滴就被肌肤吸收了。  SPF:50+  PA:+++防晒值也是挺高的～  新碧小金帽中含有美白成分，有时候涂了这个防嗮，都不用涂素颜霜啦，哈哈哈哈，就是这么不怕晒，得瑟的我～而且还能祛晒斑哦宝藏产品。  晒不腻的效果也是hin厉害的啦！上脸不会感觉油腻，拍照都可以不开美颜啦，照样美美哒～  最值得一提的是这款防晒还可以适用于面部和身体，基本所有肤质都可以使用，就算敏感肌的姐妹们也是不虚的～,332836892,15,604207ad000000000102c479,792,216571,电商笔记,美国  华盛顿州  奥本市,,,
121568,7.0,,2021-02-21 12:31:00,6031e2100000000001026a11,普通笔记,"[""http://sns-img-qn.xhscdn.com/42e536bd-17d6-38e7-9d83-8f3f5a6bdc03?imageView2/2/w/1080/format/webp"",""http://sns-img-qn.xhscdn.com/b31de86e-bd30-3e7f-bfb4-3ed032ee2c12?imageView2/2/w/1080/format/webp"",""http://sns-img-qn.xhscdn.com/d8744750-e4ee-351b-a278-9d44113a31af?imageView2/2/w/1080/format/webp"",""http://sns-img-qn.xhscdn.com/ae81458e-2c2e-3dfa-a7f6-3ff5b1251bb6?imageView2/2/w/1080/format/webp"",""http://sns-img-qn.xhscdn.com/16a8d13c-ed45-32a6-8f6d-4131601ee5e1?imageView2/2/w/1080/format/webp"",""http://sns-img-qn.xhscdn.com/7b7fd873-1227-3438-a553-dc23d5d5ff8f?imageView2/2/w/1080/format/webp""]","[""859928""]",http://www.xiaohongshu.com/user/profile/54e56ab0e7798913ddcb2c2e,146510,11535,35,女,否,54e56ab0e7798913ddcb2c2e,2021-02-22 07:04:00,"{""duration_seconds"":"""",""board_name"":"""",""video_url"":"""",""author"":""丁餐热线"",""board_id"":"""",""cooperation_brand"":""[]"",""goods_id_list"":""[]"",""video_tag"":""[]""}",35.0,,0.0,https://www.xiaohongshu.com/discovery/item/6031e2100000000001026a11,主贴,15,"[""大油"",""形象"",""抓握"",""柱形"",""花果""]",[],"[""index_982673_987672""]",[],1171,否,丁餐热线,13.0,小红书,35.0,,药企商务/mkt💊\n409019958@qq.com\nvb：丁餐热线,1,24718,强烈推荐 拯救油头的克星来啦,,强烈推荐  拯救油头的克星来啦  不得不说发型对一个人的[汗颜R]形象影响实在太大了！作为大油头，最害怕那种突然来的应酬，怕来不及洗头出门影响形象。  还好朋友推荐我一款好物——[自拍R]极方300控油洗发水，它简直就是我的救星，可以改善头皮的环境，告别大油头。  极方小黄瓶外观精致可爱，立体的三角柱形与众不同，还便于抓握。打开瓶盖，散发出来的像花果香，和香水差不多，非常的高级。洗完后感觉特别清爽舒服，还异常的蓬松，感觉发量都增加了。  重点是现在三天不洗头，[赞R]不油也不腻。懒人也可以美美嗒！,108028994,75,6031e2100000000001026a11,427,52394,电商笔记,,,,
46632,4.0,,2021-03-10 17:00:00,60488aad000000002103ef88,普通笔记,"[""http://sns-img-qc.xhscdn.com/7573dccf-3639-3a25-afce-cb88578b2bda?imageView2/2/w/1080/format/webp"",""http://sns-img-qc.xhscdn.com/fb1dfeb3-bd48-3113-b8e4-ba5f465bf9c0?imageView2/2/w/1080/format/webp"",""http://sns-img-qc.xhscdn.com/fd7f762d-af5c-3c22-88e5-faeb561687bc?imageView2/2/w/1080/format/webp"",""http://sns-img-qc.xhscdn.com/98a603be-6841-3124-bede-a93ed7bbf4ad?imageView2/2/w/1080/format/webp""]","[""852417""]",http://www.xiaohongshu.com/user/profile/5e112b900000000001009213,146510,20247,85,女,否,5e112b900000000001009213,2021-04-18 03:15:00,"{""duration_seconds"":"""",""board_name"":"""",""video_url"":"""",""author"":""小悠要努力"",""board_id"":"""",""cooperation_brand"":""[]"",""goods_id_list"":""[]"",""topic_list"":""[\""口腔护理分享\""]"",""video_tag"":""[]""}",,,0.0,https://www.xiaohongshu.com/discovery/item/60488aad000000002103ef88,主贴,42,"[""医生"",""牙周"",""牙本质"",""牙膏"",""牙龈""]",[],"[""index_932673_937672""]",[],327,否,小悠要努力,39.0,小红书,,,📬378326582@qq.com,0,14124,牙医推荐REGENERATE抗牙本质敏感牙膏太神了,,牙医推荐REGENERATE抗牙本质敏感牙膏太神了  上个月坐做的齿下刮龈，昨天去复诊了，医生说很好，牙龈成色也变好了，牙龈牙周都没有问题~齿下刮龈就治疗好我的牙龈萎缩啦南  之前牙龈萎缩有一颗牙牙龈裸露厉害，导致有点敏感，医生帮忙补了一下，但是这几天又有点敏感，正好复诊问了一下医生，医生说，我没有遵医嘱，买抗敏感牙膏感感告诉我买了之后敷在牙龈敏感的地方，一周左右就会好~  今天抓紧在京东旗舰店上买了REGENERATE抗牙本质敏感牙膏，敷了一下，改善特别的明显，牙龈出血等问题用的时间久了就没啦，外观也简单大方，我已经用完一支了，打算可以去上海新天地话梅继续回购。  口腔护理分享,797573233,2,60488aad000000002103ef88,250,93619,电商笔记,上海  静安,,,
